Geneid,Control1,Control2,Control3,Disease1,Disease2,Disease3
ENSG00000274038.1,6,6,14,4,23,20
ENSG00000262020.1,23,36,44,13,35,70
ENSG00000287121.1,29,32,28,15,40,44
ENSG00000263033.2,48,42,35,10,53,72
ENSG00000263179.1,30,21,22,17,32,57
ENSG00000175643.10,77,114,98,39,147,198
ENSG00000185338.7,63,66,74,23,77,109
ENSG00000178279.4,53,54,48,12,40,100
ENSG00000178257.4,34,27,21,13,45,67
ENSG00000212228.1,12,11,5,3,13,15
ENSG00000122304.11,48,20,30,25,56,56
ENSG00000175646.4,30,20,20,10,13,48
ENSG00000287429.1,26,15,15,11,25,32
ENSG00000221801.1,28,16,12,4,27,6
ENSG00000199668.1,30,12,10,1,18,11
ENSG00000263080.1,35,28,26,8,43,48
ENSG00000262703.1,38,28,38,15,43,87
ENSG00000188897.10,880,779,803,416,1109,1567
ENSG00000262636.1,0,0,0,0,0,0
ENSG00000262999.1,79,36,48,17,76,100
ENSG00000189067.14,234,156,248,93,236,331
ENSG00000184602.6,390,203,354,123,237,372
ENSG00000153066.13,258,202,228,67,231,242
ENSG00000262420.3,79,73,73,14,75,77
ENSG00000122299.12,351,259,419,90,373,396
ENSG00000274505.1,4,4,2,0,8,3
ENSG00000277369.2,41,34,33,14,57,52
ENSG00000262117.5,29,33,37,12,48,57
ENSG00000171490.13,741,517,611,150,538,619
ENSG00000263307.2,49,27,44,7,49,78
ENSG00000103342.13,1388,920,1326,257,761,869
ENSG00000261560.1,47,28,33,9,43,36
ENSG00000260318.1,12,11,12,6,27,17
ENSG00000261216.1,17,14,11,1,21,14
ENSG00000277458.1,3,2,4,0,1,7
ENSG00000234719.9,80,64,42,22,63,85
ENSG00000048462.11,22,28,21,9,37,38
ENSG00000260224.1,15,17,12,2,27,15
ENSG00000048471.14,527,349,464,166,505,703
ENSG00000260488.1,33,24,16,11,31,54
ENSG00000241641.1,27,15,26,9,24,41
ENSG00000175604.2,85,60,65,27,68,128
ENSG00000261293.1,25,10,33,5,28,46
ENSG00000238685.1,23,16,12,4,18,17
ENSG00000261394.1,8,13,13,8,21,36
ENSG00000260723.1,21,21,21,7,30,28
ENSG00000278979.1,30,36,25,22,46,73
ENSG00000260601.1,30,18,20,11,39,42
ENSG00000259876.1,29,17,24,20,40,50
ENSG00000259899.1,21,11,31,9,29,39
ENSG00000274834.1,15,14,18,8,17,30
ENSG00000103381.12,183,150,218,69,242,230
ENSG00000264733.1,5,4,3,0,12,6
ENSG00000260378.1,23,22,54,9,42,69
ENSG00000261158.1,28,32,29,11,44,38
ENSG00000199474.1,1,3,3,1,2,5
ENSG00000241932.1,7,6,9,5,19,16
ENSG00000237515.10,230,168,175,67,228,309
ENSG00000262116.1,25,11,19,8,22,31
ENSG00000262801.6,93,42,71,31,110,156
ENSG00000262011.1,15,16,17,6,28,27
ENSG00000262235.2,5,6,7,1,9,8
ENSG00000262267.6,44,53,36,11,68,68
ENSG00000175595.16,171,109,183,61,157,261
ENSG00000242307.1,10,16,9,6,10,12
ENSG00000262732.1,30,27,31,17,35,43
ENSG00000263234.1,11,16,18,4,19,14
ENSG00000262097.3,135,119,124,49,127,192
ENSG00000261856.1,30,16,20,12,19,67
ENSG00000186260.17,586,415,693,160,682,754
ENSG00000276564.1,38,32,28,13,41,59
ENSG00000262529.1,13,5,19,10,15,13
ENSG00000262470.2,20,17,20,4,21,29
ENSG00000201075.2,2,6,8,1,4,8
ENSG00000262454.4,377,409,443,135,405,437
ENSG00000207639.1,16,21,9,11,17,37
ENSG00000199130.3,11,13,16,7,14,19
ENSG00000260009.1,42,28,31,20,31,75
ENSG00000263257.3,81,56,65,17,90,87
ENSG00000140694.18,383,216,332,136,361,437
ENSG00000242430.3,6,5,1,1,2,10
ENSG00000103429.11,295,253,269,82,250,282
ENSG00000238964.1,3,5,3,1,0,1
ENSG00000069764.10,9,8,14,5,7,20
ENSG00000261523.1,2,0,0,0,2,4
ENSG00000224712.13,2,4,3,1,4,13
ENSG00000254609.1,0,0,0,1,0,3
ENSG00000261695.1,2,2,2,0,2,1
ENSG00000254852.9,4,3,6,1,5,15
ENSG00000255037.1,11,15,13,8,17,31
ENSG00000255277.4,8,16,8,9,15,22
ENSG00000290943.1,14,3,9,2,7,16
ENSG00000103512.16,679,446,624,199,416,655
ENSG00000270734.1,1,5,1,4,8,12
ENSG00000257264.5,27,44,31,20,43,85
ENSG00000284305.1,0,0,0,0,0,0
ENSG00000263918.1,0,0,0,0,0,0
ENSG00000258354.1,26,28,13,9,26,46
ENSG00000265537.1,0,0,0,0,0,0
ENSG00000183458.15,312,287,355,219,353,581
ENSG00000207425.1,20,28,26,17,19,36
ENSG00000290391.1,0,0,0,0,0,0
ENSG00000183426.17,91,31,88,25,98,49
ENSG00000275259.1,0,0,0,0,0,0
ENSG00000278265.1,0,0,0,0,0,0
ENSG00000273804.1,0,0,0,0,0,4
ENSG00000179889.20,950,734,985,274,640,1035
ENSG00000261819.1,85,137,98,62,111,210
ENSG00000238728.1,1,3,0,2,2,5
ENSG00000275910.1,17,18,17,27,25,78
ENSG00000157045.9,105,79,104,35,99,133
ENSG00000085721.13,463,281,492,111,323,434
ENSG00000260735.2,41,28,55,11,42,73
ENSG00000290396.1,8,2,4,0,4,0
ENSG00000188599.18,2,2,6,6,4,14
ENSG00000270580.5,19,16,12,1,27,30
ENSG00000250251.7,63,70,82,39,66,117
ENSG00000291272.1,24,22,25,7,31,31
ENSG00000290394.1,27,12,14,7,37,27
ENSG00000283346.1,0,0,0,0,0,0
ENSG00000291273.1,19,17,12,3,19,25
ENSG00000207294.1,0,0,0,0,0,0
ENSG00000264115.1,0,1,0,0,0,2
ENSG00000257391.1,27,30,17,10,34,74
ENSG00000277770.1,3,0,0,1,0,3
ENSG00000183793.14,46,38,17,12,54,59
ENSG00000156968.9,159,94,167,42,178,165
ENSG00000261130.5,5,6,9,1,5,8
ENSG00000166780.11,180,169,200,76,189,254
ENSG00000166783.22,666,544,665,180,643,697
ENSG00000257769.1,17,9,8,8,21,32
ENSG00000284184.1,0,0,0,0,0,0
ENSG00000072864.16,213,167,167,53,202,280
ENSG00000283736.1,0,0,0,0,0,0
ENSG00000262380.1,23,9,16,4,22,12
ENSG00000280206.1,19,11,10,7,17,30
ENSG00000133392.18,1010,2314,1755,291,1599,1022
ENSG00000263335.1,17,11,29,6,29,38
ENSG00000263065.1,15,19,18,5,23,36
ENSG00000280429.1,49,46,35,15,50,46
ENSG00000133393.13,234,184,226,42,168,185
ENSG00000206778.1,8,2,5,3,4,20
ENSG00000262171.1,27,26,26,9,35,44
ENSG00000215003.4,16,15,13,5,21,16
ENSG00000103222.20,700,550,771,257,627,850
ENSG00000241067.2,35,19,17,7,22,30
ENSG00000091262.17,333,323,346,183,449,632
ENSG00000262332.1,25,18,17,13,28,65
ENSG00000103226.19,165,92,120,79,185,119
ENSG00000263029.1,7,1,6,3,9,10
ENSG00000262848.1,1,0,0,0,0,1
ENSG00000257381.3,0,0,0,0,0,0
ENSG00000264722.1,0,0,1,0,0,0
ENSG00000257366.1,0,0,0,0,0,3
ENSG00000265373.2,0,0,0,0,0,0
ENSG00000244257.5,103,84,76,108,176,256
ENSG00000206706.1,1,0,2,0,0,1
ENSG00000183889.12,6,3,3,6,12,8
ENSG00000278221.1,0,0,0,0,0,0
ENSG00000277698.1,0,0,0,0,0,0
ENSG00000277920.1,0,2,0,0,0,0
ENSG00000227827.3,260,302,153,125,310,778
ENSG00000276311.1,0,0,0,0,0,0
ENSG00000214967.6,2,4,6,0,9,1
ENSG00000261181.1,2,5,4,5,2,5
ENSG00000260126.2,37,9,14,15,30,30
ENSG00000261362.1,9,5,11,1,17,15
ENSG00000287905.1,21,23,10,8,38,39
ENSG00000279729.1,12,11,24,6,10,38
ENSG00000261748.1,19,33,24,9,40,58
ENSG00000279490.1,44,18,63,16,57,85
ENSG00000260675.1,9,4,8,4,11,14
ENSG00000260405.1,6,4,7,4,7,5
ENSG00000103489.12,272,243,248,121,402,556
ENSG00000261448.1,19,15,19,8,24,45
ENSG00000279410.1,27,31,33,11,35,54
ENSG00000279415.1,28,25,26,8,34,44
ENSG00000279620.1,54,40,28,26,62,61
ENSG00000286849.1,44,38,35,26,54,79
ENSG00000275927.1,19,5,10,12,19,27
ENSG00000285850.1,23,18,16,4,23,31
ENSG00000260945.1,34,19,30,8,36,32
ENSG00000261555.1,32,20,24,8,37,44
ENSG00000228071.4,22,9,25,7,27,32
ENSG00000259929.5,48,31,44,18,51,54
ENSG00000280283.1,22,10,22,13,30,31
ENSG00000260242.1,18,15,13,7,25,25
ENSG00000260933.1,6,4,6,3,10,23
ENSG00000278994.1,10,12,25,4,27,0
ENSG00000276484.1,7,2,9,4,13,13
ENSG00000214940.9,0,0,0,0,0,1
ENSG00000285628.1,1,0,0,0,0,1
ENSG00000205746.10,83,48,106,23,30,94
ENSG00000290386.1,0,0,3,2,1,0
ENSG00000273613.1,0,0,0,0,0,0
ENSG00000277647.1,2,1,1,1,1,3
ENSG00000233024.7,8,5,4,6,57,6
ENSG00000254681.7,147,47,202,30,66,158
ENSG00000275391.1,0,0,0,0,0,0
ENSG00000291270.1,0,0,0,0,0,0
ENSG00000290383.1,0,0,0,0,0,0
ENSG00000206927.1,0,0,2,1,0,0
ENSG00000257563.1,2,5,2,1,8,8
ENSG00000266291.1,0,0,0,0,0,0
ENSG00000265776.1,0,0,0,0,0,0
ENSG00000257527.1,0,0,2,0,2,0
ENSG00000266454.1,0,0,0,0,0,0
ENSG00000185164.15,310,193,201,83,261,404
ENSG00000274025.1,0,0,0,0,0,0
ENSG00000277014.1,0,0,0,0,0,0
ENSG00000262974.1,5,13,7,2,2,9
ENSG00000260550.2,28,13,20,18,21,42
ENSG00000291057.1,19,15,13,2,13,33
ENSG00000256340.11,6,7,4,1,7,13
ENSG00000134419.15,781,722,808,112,399,420
ENSG00000260342.2,0,0,0,0,0,0
ENSG00000170540.15,166,89,105,46,110,120
ENSG00000260017.1,2,10,4,1,12,16
ENSG00000157106.18,2788,1886,2810,768,2695,3326
ENSG00000260352.1,20,28,27,14,40,55
ENSG00000170537.13,226,176,190,50,206,338
ENSG00000207167.1,4,4,2,0,4,6
ENSG00000261465.7,19,16,16,2,24,22
ENSG00000261357.1,11,17,9,2,20,12
ENSG00000167186.11,329,254,374,116,233,311
ENSG00000260430.2,48,22,33,10,34,55
ENSG00000278389.1,7,14,11,8,14,17
ENSG00000205730.7,225,181,279,98,273,314
ENSG00000261427.6,1,9,5,6,3,12
ENSG00000261759.1,0,0,0,0,0,0
ENSG00000103528.17,183,154,158,79,221,290
ENSG00000286790.1,19,12,18,5,19,29
ENSG00000261210.8,101,66,81,32,132,129
ENSG00000259871.1,19,14,20,6,41,40
ENSG00000285869.1,47,47,37,25,66,94
ENSG00000259925.1,61,41,54,26,77,100
ENSG00000280265.1,33,31,40,9,42,47
ENSG00000103534.17,201,196,216,59,258,381
ENSG00000260681.1,11,15,10,9,12,27
ENSG00000260592.3,10,9,11,1,12,16
ENSG00000222750.1,0,0,0,0,0,0
ENSG00000260934.1,0,0,0,0,0,0
ENSG00000006007.12,376,361,528,88,223,255
ENSG00000279747.1,16,5,19,3,13,22
ENSG00000103540.17,227,190,234,60,278,338
ENSG00000103544.17,434,400,460,145,406,588
ENSG00000276571.1,14,9,4,0,14,14
ENSG00000103550.14,236,168,177,64,215,297
ENSG00000261312.1,9,2,4,0,14,11
ENSG00000174628.17,117,95,104,56,129,162
ENSG00000261195.2,30,22,15,9,54,41
ENSG00000261939.1,18,6,10,0,19,13
ENSG00000167191.12,559,443,701,204,392,512
ENSG00000180269.8,91,78,100,29,103,152
ENSG00000277211.1,70,64,58,28,112,144
ENSG00000263253.1,20,15,11,13,12,19
ENSG00000227624.2,8,7,8,0,9,13
ENSG00000169347.17,130,104,113,47,156,299
ENSG00000169344.16,178,129,138,61,172,284
ENSG00000169340.10,86,94,84,35,131,208
ENSG00000263237.1,18,12,18,7,26,40
ENSG00000183549.10,185,170,207,60,186,291
ENSG00000262995.1,16,17,24,7,34,22
ENSG00000183747.12,93,83,117,45,137,196
ENSG00000280306.1,25,34,29,9,45,55
ENSG00000066813.14,116,83,87,42,165,204
ENSG00000260201.2,7,8,6,6,5,15
ENSG00000260762.1,89,76,80,38,111,211
ENSG00000005187.12,69,45,57,31,67,102
ENSG00000275315.1,11,4,5,2,5,9
ENSG00000274730.1,23,10,10,1,41,29
ENSG00000166743.10,97,89,108,58,143,238
ENSG00000066654.14,370,281,419,83,253,332
ENSG00000283399.1,72,56,69,19,98,120
ENSG00000285303.1,24,16,25,9,25,35
ENSG00000260510.1,12,5,8,2,7,14
ENSG00000196678.14,126,104,107,39,137,166
ENSG00000200893.1,2,2,0,1,2,6
ENSG00000005189.20,110,104,112,39,128,242
ENSG00000275908.1,3,2,2,3,6,7
ENSG00000188215.10,175,132,185,68,209,239
ENSG00000102897.10,192,160,178,46,139,179
ENSG00000158486.15,570,464,539,259,715,1050
ENSG00000289640.1,10,14,23,7,17,23
ENSG00000263331.1,14,14,14,7,14,25
ENSG00000011638.11,190,313,382,72,223,293
ENSG00000262983.1,29,17,21,8,20,33
ENSG00000103310.11,121,104,130,41,147,255
ENSG00000289978.1,13,10,13,7,9,20
ENSG00000175311.7,92,69,72,28,99,131
ENSG00000103316.12,131,79,87,34,131,173
ENSG00000283421.1,8,6,11,5,9,23
ENSG00000189149.12,55,35,33,12,50,86
ENSG00000257403.2,30,21,15,14,32,45
ENSG00000158482.10,21,19,9,15,22,38
ENSG00000290192.1,9,13,11,0,1,19
ENSG00000276548.1,0,0,0,0,0,0
ENSG00000169246.17,12,16,24,10,28,18
ENSG00000291073.1,43,39,37,6,21,59
ENSG00000180747.16,0,0,6,9,0,3
ENSG00000265462.1,18,19,13,9,20,26
ENSG00000287809.1,120,128,149,77,157,272
ENSG00000258186.2,50,44,27,15,25,57
ENSG00000273956.1,53,41,41,19,24,70
ENSG00000257639.1,88,81,81,42,75,147
ENSG00000271609.1,21,18,17,7,13,32
ENSG00000252798.1,3,3,0,1,3,4
ENSG00000197006.15,385,315,382,72,275,290
ENSG00000261596.2,20,22,20,11,25,26
ENSG00000140749.9,82,46,79,25,83,120
ENSG00000207248.1,5,6,7,2,6,9
ENSG00000207042.1,1,0,0,0,3,3
ENSG00000155719.18,183,173,176,101,271,316
ENSG00000260306.1,11,12,10,5,26,32
ENSG00000291066.1,79,67,86,19,99,100
ENSG00000248124.11,2,3,1,2,3,2
ENSG00000276721.1,6,2,4,7,4,4
ENSG00000185864.19,65,54,61,25,129,100
ENSG00000185710.10,34,56,28,10,19,45
ENSG00000291262.1,2,0,0,0,0,0
ENSG00000290674.1,2,3,1,0,4,1
ENSG00000257408.3,10,5,15,4,12,19
ENSG00000290675.1,3,3,1,1,0,0
ENSG00000274460.2,71,55,52,29,76,95
ENSG00000140740.11,2877,2333,2819,441,1099,1151
ENSG00000155714.14,35,49,37,18,61,69
ENSG00000260395.1,33,26,24,10,24,54
ENSG00000275445.1,22,18,14,2,30,32
ENSG00000185716.12,100,97,127,35,132,170
ENSG00000260277.2,19,18,24,11,38,56
ENSG00000175267.15,350,309,344,155,460,650
ENSG00000183921.8,206,164,163,62,215,295
ENSG00000287739.1,58,45,35,25,43,55
ENSG00000103319.12,667,559,939,263,575,860
ENSG00000261113.1,0,0,0,0,0,0
ENSG00000058600.16,533,373,445,151,383,523
ENSG00000286808.1,31,48,54,10,40,71
ENSG00000140743.8,119,95,124,31,145,145
ENSG00000260635.1,35,10,19,4,35,41
ENSG00000260790.1,50,36,51,13,65,54
ENSG00000230872.2,28,38,41,10,51,55
ENSG00000290865.1,136,88,128,42,121,155
ENSG00000257122.6,0,0,0,0,0,0
ENSG00000291060.1,12,8,18,4,8,12
ENSG00000237296.12,36,47,72,19,124,80
ENSG00000243716.12,175,129,281,62,165,212
ENSG00000277041.1,25,5,11,14,30,21
ENSG00000290866.1,22,16,20,7,18,63
ENSG00000257838.6,0,0,0,0,0,0
ENSG00000260973.1,35,21,37,12,24,61
ENSG00000260905.1,8,11,13,5,9,18
ENSG00000283213.1,69,64,72,23,84,122
ENSG00000122254.7,93,73,67,18,99,156
ENSG00000261090.2,67,47,49,13,74,88
ENSG00000260566.2,0,0,0,0,0,0
ENSG00000103404.15,362,218,434,118,466,522
ENSG00000280400.1,0,0,0,0,0,0
ENSG00000285613.1,13,8,26,12,34,28
ENSG00000166828.3,165,135,135,76,216,267
ENSG00000260741.1,28,15,28,13,31,41
ENSG00000168447.11,204,182,193,97,253,389
ENSG00000168434.13,227,160,187,86,240,290
ENSG00000280039.1,117,68,97,27,143,135
ENSG00000212593.1,7,3,4,0,10,7
ENSG00000259782.2,10,5,16,6,16,12
ENSG00000260136.6,32,19,34,4,32,34
ENSG00000103365.15,558,402,598,146,469,652
ENSG00000261528.2,44,10,32,8,32,33
ENSG00000103356.18,324,257,344,96,334,392
ENSG00000260247.1,26,23,23,5,21,32
ENSG00000103353.16,921,468,736,169,478,540
ENSG00000260751.2,23,23,28,12,30,29
ENSG00000004779.10,414,349,436,81,174,244
ENSG00000083093.11,158,142,145,48,183,253
ENSG00000261723.1,35,23,29,13,35,48
ENSG00000166847.10,384,268,392,142,365,471
ENSG00000260482.3,0,0,0,0,0,0
ENSG00000166851.15,98,92,126,59,163,181
ENSG00000261266.2,23,8,13,8,19,31
ENSG00000134398.15,231,170,192,88,276,413
ENSG00000278912.1,36,17,15,9,35,27
ENSG00000261583.1,27,31,18,11,22,44
ENSG00000279756.1,47,47,47,32,48,102
ENSG00000166869.3,47,54,34,11,62,107
ENSG00000166501.14,258,185,262,122,316,448
ENSG00000279276.1,10,6,14,4,12,14
ENSG00000279202.1,31,25,33,6,42,49
ENSG00000274466.1,11,4,11,1,11,15
ENSG00000279554.1,19,14,19,7,12,16
ENSG00000260264.1,22,18,25,12,33,58
ENSG00000006116.4,75,45,51,33,87,149
ENSG00000201541.1,2,3,2,1,3,4
ENSG00000239081.1,0,1,0,0,1,4
ENSG00000260072.1,144,97,115,46,159,201
ENSG00000122257.20,441,287,447,104,395,393
ENSG00000289171.1,7,6,8,3,4,13
ENSG00000090905.19,1102,836,1047,260,980,1076
ENSG00000224310.1,89,57,83,26,108,100
ENSG00000261669.1,30,13,17,3,27,28
ENSG00000158865.13,149,118,137,75,213,314
ENSG00000140750.17,376,302,408,121,376,490
ENSG00000260714.1,73,56,63,21,78,110
ENSG00000291179.1,23,15,16,13,14,38
ENSG00000262587.5,8,8,8,6,6,9
ENSG00000262155.2,160,106,143,32,155,199
ENSG00000271105.1,28,23,15,6,51,33
ENSG00000263326.1,25,20,32,14,26,45
ENSG00000260448.7,45,37,27,15,66,87
ENSG00000262700.1,25,24,38,11,50,68
ENSG00000275494.2,24,42,31,13,29,46
ENSG00000205629.12,217,174,222,48,185,233
ENSG00000260034.1,202,192,212,93,281,422
ENSG00000266166.2,3,6,1,0,2,4
ENSG00000103375.11,89,71,76,30,113,141
ENSG00000155592.16,259,221,253,93,304,368
ENSG00000259955.1,0,0,0,0,0,0
ENSG00000274925.1,146,101,123,30,140,163
ENSG00000261636.2,57,41,60,20,66,135
ENSG00000260690.1,5,5,5,2,3,15
ENSG00000182601.7,120,71,74,35,106,172
ENSG00000285882.1,42,45,39,14,45,93
ENSG00000260255.1,26,19,37,19,41,74
ENSG00000265005.1,5,4,8,3,6,12
ENSG00000199929.1,27,12,15,5,7,27
ENSG00000230330.1,13,10,15,8,13,14
ENSG00000237140.2,6,7,4,2,10,19
ENSG00000231876.8,30,26,37,7,45,72
ENSG00000228480.1,53,55,63,15,85,92
ENSG00000286712.1,57,45,56,27,67,85
ENSG00000236481.2,23,20,24,12,54,43
ENSG00000260580.1,26,15,22,3,37,30
ENSG00000234186.5,37,34,41,19,64,86
ENSG00000261482.1,0,0,0,0,0,0
ENSG00000261557.1,31,29,35,9,30,51
ENSG00000261045.2,32,31,39,15,54,53
ENSG00000155666.12,134,129,169,70,179,282
ENSG00000259940.2,39,24,30,11,51,43
ENSG00000169189.17,169,121,160,34,93,172
ENSG00000245888.7,98,102,94,42,108,155
ENSG00000274092.1,18,30,17,5,35,37
ENSG00000077238.14,230,197,205,86,279,384
ENSG00000103522.17,201,175,161,110,257,383
ENSG00000259954.1,75,43,39,26,59,101
ENSG00000077235.18,1191,814,1106,328,1028,1249
ENSG00000047578.14,385,312,364,150,470,673
ENSG00000261736.1,46,44,33,22,39,35
ENSG00000261329.7,105,70,107,48,131,156
ENSG00000273553.1,5,2,3,2,3,10
ENSG00000201371.1,4,4,4,1,6,12
ENSG00000169181.13,243,175,161,102,256,358
ENSG00000212382.1,6,0,1,0,1,7
ENSG00000207266.1,19,15,6,2,12,20
ENSG00000169180.12,341,259,316,130,347,552
ENSG00000260452.1,5,5,5,2,2,6
ENSG00000200652.1,14,6,12,2,17,9
ENSG00000200138.1,9,7,7,5,23,8
ENSG00000250982.2,41,33,32,10,53,65
ENSG00000283662.1,102,80,129,31,122,113
ENSG00000188322.8,292,250,258,86,234,384
ENSG00000246465.1,114,73,102,20,112,91
ENSG00000277191.1,0,0,0,0,0,3
ENSG00000198156.11,32,37,24,7,44,32
ENSG00000271623.1,16,9,3,6,10,24
ENSG00000205609.13,409,20,35,4,259,35
ENSG00000275429.1,2,0,0,0,0,0
ENSG00000261089.1,31,29,28,10,20,39
ENSG00000275654.1,4,4,4,0,5,3
ENSG00000270118.1,1,1,0,0,1,0
ENSG00000233232.8,55,27,22,12,47,42
ENSG00000261832.6,0,0,0,0,0,0
ENSG00000188603.22,83,89,95,31,113,132
ENSG00000184730.12,131,110,135,56,130,223
ENSG00000197272.2,66,49,45,38,88,110
ENSG00000176046.9,128,96,155,53,130,154
ENSG00000289754.1,3,4,3,3,1,1
ENSG00000271495.1,10,20,15,11,15,16
ENSG00000275441.2,5,5,2,1,3,12
ENSG00000176476.9,118,107,120,47,114,179
ENSG00000197165.11,65,62,79,33,75,116
ENSG00000288656.2,0,0,0,0,0,0
ENSG00000278665.1,25,19,41,9,26,66
ENSG00000278725.1,18,36,31,19,45,68
ENSG00000196502.14,9,26,13,4,30,34
ENSG00000289755.1,7,4,4,0,14,8
ENSG00000285020.1,9,24,2,5,12,17
ENSG00000289756.1,0,0,0,0,0,0
ENSG00000255524.8,20,8,16,16,15,25
ENSG00000261419.1,26,18,33,7,35,31
ENSG00000184110.15,170,366,113,51,121,124
ENSG00000259982.1,21,1,17,1,18,25
ENSG00000278340.1,0,0,0,0,0,0
ENSG00000270424.1,19,27,27,4,14,38
ENSG00000196993.9,4,8,2,0,5,14
ENSG00000278528.1,1,0,0,0,0,0
ENSG00000251417.2,24,27,17,7,19,26
ENSG00000240634.1,11,27,18,5,22,26
ENSG00000260796.1,16,19,13,5,11,25
ENSG00000275807.1,66,33,34,9,46,104
ENSG00000168488.19,393,302,341,132,412,522
ENSG00000260570.1,0,0,0,0,0,0
ENSG00000178952.11,929,649,793,170,327,467
ENSG00000283845.1,0,0,0,0,0,0
ENSG00000178188.16,460,364,424,201,410,706
ENSG00000261766.1,5,3,5,3,14,11
ENSG00000260442.7,57,66,64,45,73,145
ENSG00000196296.14,5840,9898,31408,4748,3707,8661
ENSG00000252461.1,2,3,10,2,7,11
ENSG00000177548.13,197,158,184,101,251,331
ENSG00000177455.15,137,151,113,67,185,270
ENSG00000176953.13,296,184,234,96,211,286
ENSG00000260853.2,66,52,65,26,80,65
ENSG00000284541.1,0,0,0,0,0,0
ENSG00000260367.2,40,23,27,22,37,61
ENSG00000169682.18,0,0,0,0,0,0
ENSG00000261067.7,22,24,30,21,37,61
ENSG00000213658.13,1,0,0,0,0,2
ENSG00000261552.1,13,2,3,0,12,21
ENSG00000196796.5,36,19,20,6,43,44
ENSG00000260908.2,1,1,2,1,2,4
ENSG00000103472.10,11,11,9,5,19,22
ENSG00000284671.1,6,5,6,10,14,9
ENSG00000290677.1,46,33,37,18,47,48
ENSG00000284649.3,0,0,0,0,0,0
ENSG00000291188.1,44,48,31,30,44,93
ENSG00000284685.2,41,29,41,14,51,68
ENSG00000260517.3,61,40,43,16,71,103
ENSG00000289080.1,75,89,87,51,144,128
ENSG00000279106.1,32,28,19,12,37,57
ENSG00000259807.2,79,88,63,38,98,126
ENSG00000273582.1,20,21,13,10,30,41
ENSG00000260953.1,21,22,16,10,35,49
ENSG00000277999.1,13,11,10,4,17,16
ENSG00000289029.1,58,51,57,47,84,131
ENSG00000198106.8,40,37,35,13,40,52
ENSG00000260413.1,1,0,0,0,0,0
ENSG00000290680.1,11,5,8,2,14,20
ENSG00000271699.6,0,0,0,0,0,0
ENSG00000278078.1,0,2,0,0,0,1
ENSG00000254206.6,108,109,124,38,139,160
ENSG00000254634.4,66,45,49,19,59,101
ENSG00000288632.1,15,9,22,5,21,15
ENSG00000261740.7,0,0,1,0,1,0
ENSG00000260335.1,0,3,2,0,5,6
ENSG00000183336.9,0,0,0,0,0,0
ENSG00000181625.18,6,4,5,1,3,6
ENSG00000260280.5,3,2,0,1,1,2
ENSG00000213648.11,2,1,0,0,0,1
ENSG00000290678.1,2,3,1,3,2,6
ENSG00000258150.7,0,0,0,0,0,0
ENSG00000279228.3,0,0,0,0,0,0
ENSG00000290679.1,0,0,0,0,0,0
ENSG00000257691.2,4,0,2,0,2,2
ENSG00000257506.1,12,2,5,6,13,17
ENSG00000169203.18,46,36,53,12,33,49
ENSG00000205534.6,89,45,72,26,42,62
ENSG00000279583.1,52,31,50,21,53,65
ENSG00000266758.1,7,4,6,0,8,17
ENSG00000260727.2,0,0,0,0,0,0
ENSG00000260133.1,58,39,38,22,49,73
ENSG00000260514.1,15,14,12,2,15,31
ENSG00000197471.12,215,144,164,66,283,287
ENSG00000103485.19,112,96,90,36,133,164
ENSG00000289181.2,10,6,9,3,5,14
ENSG00000222375.1,22,12,18,4,30,21
ENSG00000185905.4,124,93,97,34,129,184
ENSG00000260719.1,57,49,57,17,81,75
ENSG00000174992.8,102,99,103,47,124,194
ENSG00000079616.14,168,162,171,84,195,314
ENSG00000275857.1,5,6,7,5,19,34
ENSG00000103495.15,66,39,63,25,67,94
ENSG00000259952.1,0,0,0,0,0,0
ENSG00000238045.9,69,60,37,37,75,124
ENSG00000280607.1,0,1,1,0,7,3
ENSG00000167371.21,67,49,50,30,69,145
ENSG00000280893.1,0,0,0,0,0,0
ENSG00000280789.2,103,82,108,33,93,117
ENSG00000281348.1,0,0,1,0,0,0
ENSG00000013364.19,284,260,336,167,365,470
ENSG00000103502.14,167,125,159,70,126,175
ENSG00000278713.1,15,10,4,0,14,19
ENSG00000214725.10,61,50,39,25,48,96
ENSG00000174938.15,230,240,220,93,309,409
ENSG00000174939.11,106,96,81,38,105,151
ENSG00000174943.11,167,124,132,43,188,252
ENSG00000279789.1,80,43,60,16,75,76
ENSG00000247735.2,32,36,36,7,43,49
ENSG00000149932.17,131,107,141,49,111,169
ENSG00000149930.18,542,458,491,259,570,857
ENSG00000149929.16,135,139,157,43,158,216
ENSG00000169592.15,140,100,112,48,136,183
ENSG00000149927.18,132,143,123,79,182,274
ENSG00000167194.8,47,43,34,29,70,75
ENSG00000149926.14,183,158,163,65,174,242
ENSG00000285043.3,70,72,87,33,93,128
ENSG00000149925.22,36,17,36,5,13,33
ENSG00000274904.1,3,4,8,2,3,4
ENSG00000149923.14,209,162,148,72,161,253
ENSG00000149922.12,111,115,140,77,155,246
ENSG00000090238.12,184,149,207,64,228,171
ENSG00000250616.4,82,68,92,42,98,137
ENSG00000102886.15,79,56,66,36,120,115
ENSG00000261367.1,22,21,21,3,34,32
ENSG00000275371.1,28,24,29,13,25,33
ENSG00000102882.12,172,175,190,69,252,287
ENSG00000102879.17,86,87,79,46,112,229
